"","road","par17nm","ave"
"1125","Fairfield Close","Canton",0.0931185714285714
"1126","Fairhaven Close","Trowbridge",0.243358260869565
"1127","Fairleigh Court","Pontcanna",0.197896666666667
"1128","Fairleigh Road","Pontcanna",0.0470575
"1129","Fairoak Court","Penylan",0.112225
"1130","Fairoak Road","Cathays",0.273177922077922
"1131","Fairoak Road","Roath",0.245565
"1132","Fairthorn Close","Thornhill",0.175777058823529
"1133","Fairview Close","Trowbridge",0.109009166666667
"1134","Fairview Court","Pentwyn",0.2392875
"1135","Fairwater Avenue","Fairwater",0.113286
"1136","Fairwater Green","Fairwater",0.171806666666667
"1137","Fairwater Grove East","Llandaff",0.0605467857142857
"1138","Fairwater Grove West","Llandaff",0.0633284210526316
"1139","Fairwater Road","Fairwater",0.504653370786517
"1140","Fairwater Road","Llandaff",0.264970538461538
"1141","Fairways Crescent","Fairwater",0.0748740625
"1142","Fairwood Close","Fairwater",0.227333333333333
"1143","Fairwood Road","Fairwater",0.248612421052632
"1144","Falcon Drive","Butetown",0.02103
"1145","Falconwood Drive","St. Fagans",0.149231891891892
"1146","Falfield Close","Lisvane",0.279878181818182
"1147","Fanny Street","Cathays",0.0300239726027397
"1148","Farm Drive","Cyncoed",0.277417894736842
"1149","Farmhouse Way","Caerau",0.244762608695652
"1150","Farmleigh","Rumney",0.145339444444444
"1151","Farmville Road","Splott",0.0510815
"1152","Felbridge Close","Butetown",0.212295
"1153","Felbrigg Crescent","Pontprennau",0.237444545454545
"1154","Felin Fach","Whitchurch",0.15902075
"1155","Felin Wen","Rhiwbina",0.35809
"1156","Felsted Close","Pontprennau",0.241914545454545
"1157","Fennel Close","Trowbridge",0.088374
"1158","Fenviolet Close","Trowbridge",0.285015714285714
"1159","Fern Place","Fairwater",0.168916666666667
"1160","Fern Street","Canton",0.02443
"1161","Ferndale Street","Grangetown",0.00254083333333333
"1162","Ferntree Drive","Trowbridge",0.179089
"1163","Ferny Court","Penylan",0.275921
"1164","Ferrier Avenue","Fairwater",0.235038356164384
"1165","Ferry Road","Grangetown",0.159491845238095
"1166","Fescue Place","St. Fagans",0.199136
"1167","Festiniog Road","Llandaff North",0.286501842105263
"1168","Ffordd-y-barcer","St. Fagans",0.123129444444444
"1169","Ffordd Bodlyn","Penylan",0.303923333333333
"1170","Ffordd Brynhyfryd","Old St. Mellons",0.0801929166666667
"1171","Ffordd Celyn","Whitchurch",0.228546666666667
"1172","Ffordd Cwellyn","Penylan",0.19923525
"1173","Ffordd Daniel Lewis","Trowbridge",0.159601333333333
"1174","Ffordd Ffagan","Trowbridge",0.154323
"1175","Ffordd James McGhan","Grangetown",0.08593
"1176","Ffordd Kanetone","Canton",0.305975
"1177","Ffordd Las","Radyr and Morganstown",0.407956842105263
"1178","Ffordd Mograig","Llanishen",0.0981975
"1179","Ffordd Morgannwg","Whitchurch",0.226169318181818
"1180","Ffordd Nowell","Penylan",0.0434581012658228
"1181","Ffordd Ottoway","Splott",0.039018
"1182","Ffordd Pengam","Tremorfa",0.500203461538462
"1183","Ffordd Radcliffe","Butetown",0.16126
"1184","Ffordd Tŷ Unnos","Heath",0.106074375
"1185","Ffordd Treforgan","Radyr and Morganstown",0.424875972222222
"1186","Ffordd y Berllan","Radyr and Morganstown",0.254545869565217
"1187","Fidlas Avenue","Cyncoed",0.1399625
"1188","Fidlas Avenue","Llanishen",0.16172
"1189","Fidlas Road","Cyncoed",0.0857175806451613
"1190","Fidlas Road","Llanishen",0.215606931818182
"1191","Fieldfare Drive","Trowbridge",0.112527317073171
"1192","Fielding Close","Llanrumney",0.0887975
"1193","Fields Park Road","Pontcanna",0.148927916666667
"1194","Finchley Road","Fairwater",0.0442792857142857
"1195","Firs Avenue","Fairwater",0.130328723404255
"1196","Firstbrook Close","Penylan",0.283455833333333
"1197","Firtree Close","Fairwater",0.219958
"1198","Firwood Close","Whitchurch",0.307832222222222
"1199","Fisher Hill Way","Radyr and Morganstown",0.0917684745762712
"1200","Fishguard Close","Llanishen",0.189699090909091
"1201","Fishguard Road","Llanishen",0.190137163120567
"1202","Fishpond Road","Llanrumney",0.323389047619048
"1203","Fitzalan Place","Adamsdown",0.0737294285714286
"1204","Fitzalan Road","Adamsdown",0.153765277777778
"1205","Fitzhamon Embankment","Riverside",0.0922863888888889
"1206","Fitzroy Street","Cathays",0.0178034285714286
"1207","Fitzroy Street","Roath",0.1143425
"1208","Flaxland Avenue","Gabalfa",0.073414375
"1209","Flindo Crescent","Canton",0.116687307692308
"1210","Flint Street","Gabalfa",0.101433333333333
"1211","Flora Street","Cathays",0.00819558139534884
"1212","Florence Street","Splott",0.0167161538461538
"1213","Florentia Street","Cathays",0.00472366666666667
"1214","Fonmon Crescent","Ely",0.0975311428571429
"1215","Fonthill Place","Grangetown",0.19347375
"1216","Fontigary Road","Rumney",0.113810909090909
"1217","Fordwell","Llandaff",0.419931052631579
"1218","Foreland Road","Whitchurch",0.139843260869565
"1219","Foreshore Road","Butetown",0.206023
"1220","Forest Farm Road","Whitchurch",0.585816393442623
"1221","Forest Glade","Whitchurch",0.0920028571428572
"1222","Forest Oak Close","Cyncoed",0.263409
"1223","Forest View","Fairwater",0.21561
"1224","Forge Place","Ely",0.152042
"1225","Forgeside Close","Splott",0.0176833333333333
"1226","Forrest Road","Canton",0.0100098039215686
"1227","Forrest Street","Grangetown",0.00198666666666667
"1228","Forsythia Drive","Pentwyn",0.300178333333333
"1229","Fort Street","Adamsdown",0.00676444444444444
"1230","Fortran Road","Trowbridge",0.612279818181818
"1231","Foster Drive","Penylan",0.274409615384615
"1232","Foundry Close","Canton",0.05665875
"1233","Fountain Lane","Trowbridge",0.476791764705882
"1234","Four Elms Road","Adamsdown",0.0810888235294118
"1235","Four Elms Road","Roath",0.1888
"1236","Fox Russell Close","Llandaff North",0.257850769230769
"1237","Fox Street","Adamsdown",0.01751125
"1238","Foxberry Close","Pontprennau",0.160242
"1239","Foxglove Close","Ely",0.132149090909091
"1240","Frank Road","Ely",0.318034814814815
"1241","Franklen Road","Whitchurch",0.0816729411764706
"1242","Franklen Street","Grangetown",0.0060225
"1243","Fremington Place","Llanrumney",0.127683333333333
"1244","Freshmoor Road","Splott",0.172265588235294
"1245","Frewer Avenue","Fairwater",0.223327021276596
"1246","Fulmar Close","Trowbridge",0.196145
"1247","Furness Close","Ely",0.207331052631579
"1248","Gabalfa Avenue","Llandaff North",0.376732905198777
"1249","Gabalfa Road","Llandaff North",0.162589761904762
"1250","Gaerwen Close","Llanishen",0.0768004761904762
"1251","Galahad Close","Thornhill",0.106596470588235
"1252","Galdames Place","Splott",0.151494
"1253","Gallamuir Road","Tremorfa",0.1115725
"1254","Galleon Way","Butetown",0.195081034482759
"1255","Galston Street","Adamsdown",0.0220488888888889
"1256","Gardenia Close","Pentwyn",0.388885
"1257","Garesfield Street","Adamsdown",0.0962126923076923
"1258","Gareth Close","Thornhill",0.140282580645161
"1259","Garrick Drive","Thornhill",0.1457575
"1260","Garth Close","Radyr and Morganstown",0.263581428571429
"1261","Garth Place","Llandaff North",0.189700909090909
"1262","Garthorne Road","Butetown",0.191056
"1263","Gateside Close","Pontprennau",0.269589473684211
"1264","Gaulden Grove","Pontprennau",0.140361176470588
"1265","Gawain Close","Thornhill",0.21909
"1266","Gelli Deg","Rhiwbina",0.1875
"1267","Gelli Frongoch","Pontprennau",0.181613157894737
"1268","Gelligaer Gardens","Cathays",0.2580275
"1269","Gelligaer Street","Cathays",0.0943650704225352
"1270","Gelynis Terrace North","Radyr and Morganstown",0.440114285714286
"1271","Georgian Way","Llanishen",0.0784546153846154
"1272","Geraint Close","Thornhill",0.171645
"1273","Gerddi Tŷ Celyn","Whitchurch",0.29969
"1274","Gerddi Taf","Llandaff",0.156275882352941
"1275","Gernant","Rhiwbina",0.25172
"1276","Gibson Close","Llanishen",0.117193157894737
"1277","Gilbert Place","Llandaff North",0.134545714285714
"1278","Gileston Road","Pontcanna",0.0583558333333333
"1279","Gillian Road","Llandaff",0.2695915
"1280","Gilwern Crescent","Llanishen",0.140076666666667
"1281","Gladeside Close","Thornhill",0.178934
"1282","Gladys Street","Cathays",0.016735
"1283","Glamorgan Street","Canton",0.0191085185185185
"1284","Glan-y-Mor Road","Trowbridge",0.10990972972973
"1285","Glan-y-Nant Road","Whitchurch",0.0602692307692308
"1286","Glan-y-Nant Terrace","Whitchurch",0.0842892307692308
"1287","Glan Ely Close","Fairwater",0.267928703703704
"1288","Glan Rhymni","Tremorfa",0.0995428125
"1289","Glandovey Grove","Trowbridge",0.135189142857143
"1290","Glandwr Place","Whitchurch",0.0883486363636364
"1291","Glanhowny Close","Butetown",0.103597
"1292","Glanmuir Road","Tremorfa",0.142582105263158
"1293","Glanrhyd","Rhiwbina",0.33303
"1294","Glas Canol","Whitchurch",0.163053636363636
"1295","Glas Efail","Rhiwbina",0.17605
"1296","Glas Ifor","Heath",0.04474
"1297","Glas Y Pant","Whitchurch",0.0852113333333333
"1298","Glass Avenue","Splott",0.073887619047619
"1299","Glastonbury Terrace","Llanrumney",0.141449696969697
"1300","Glebe Place","Llanishen",0.44758
"1301","Glen View","Llanishen",0.337341818181818
"1302","Glendale Avenue","Llanishen",0.146876363636364
"1303","Glenmount Way","Thornhill",0.335540526315789
"1304","Glenrise Close","Trowbridge",0.175469047619048
"1305","Glenroy Street","Roath",0.014888125
"1306","Glenside Court","Penylan",0.176578
"1307","Glenwood","Llanedeyrn",0.078720625
"1308","Glossop Road","Adamsdown",0.12457375
"1309","Gloucester Street","Riverside",0.00517526315789474
"1310","Glyn Coed Road","Llanedeyrn",0.431684375
"1311","Glyn Coed Road","Pentwyn",0.374151551724138
"1312","Glyn Eiddew","Pentwyn",0.0736148026315789
"1313","Glyn Rhosyn","Pentwyn",0.0668607894736842
"1314","Glyn Rhymni","Rumney",0.08227875
"1315","Glyn Simon Close","Llandaff",0.189514166666667
"1316","Glyndwr Road","Ely",0.0699022222222222
"1317","Glynne Street","Pontcanna",0.02200625
"1318","Glynrhondda Street","Cathays",0.0450555555555556
"1319","Glynstell Close","Grangetown",0.071378125
"1320","Godwin Close","Llandaff",0.120476
"1321","Goetre Fawr","Radyr and Morganstown",0.048547
"1322","Gold Street","Adamsdown",0.0288376923076923
"1323","Goldcrest Drive","Cyncoed",0.4952
"1324","Goldcrest Drive","Pentwyn",0.407941111111111
"1325","Goldsmith Close","Llanrumney",0.0644275
"1326","Goodwick Road","Rumney",0.140108571428571
"1327","Goodwood Close","Ely",0.111347777777778
"1328","Gordon Road","Roath",0.103310294117647
"1329","Gorse Place","Fairwater",0.148181428571429
"1330","Gorsedd Gardens Road","Castle",0.185456956521739
"1331","Gough Road","Ely",0.0881976
"1332","Gould Close","Old St. Mellons",0.249718823529412
"1333","Gowan Court","Thornhill",0.230057142857143
"1334","Gower Street","Cathays",0.0180861764705882
"1335","Grafton Close","Penylan",0.237609090909091
"1336","Grafton Terrace","Rhiwbina",0.118735
"1337","Graham Close","Penylan",0.332677142857143
"1338","Graig Lwyd","Radyr and Morganstown",0.146858947368421
"1339","Graig Road","Lisvane",0.4761
"1340","Graig View","Lisvane",0.383781666666667
"1341","Graig Wen","Radyr and Morganstown",0.2638
"1342","Grand Avanue","Ely",0.14969
"1343","Grand Avenue","Ely",0.241625810397554
"1344","Grange Gardens","Grangetown",0.38009
"1345","Grange Place","Grangetown",0.0296935294117647
"1346","Grangetown Link","Canton",0.533847142857143
"1347","Grangetown Link","Grangetown",0.580341794871795
"1348","Grangewood Close","Pontprennau",0.231815
"1349","Grantham Close","Fairwater",0.101498
"1350","Granville Avenue","Canton",0.189778260869565
"1351","Grasmere Avenue","Cyncoed",0.222444545454545
"1352","Gray Street","Pontcanna",0.106987272727273
"1353","Gray Street","Riverside",0.003202
"1354","Great Burnet Close","Trowbridge",0.14875
"1355","Greek Church Street","Butetown",0.0459833333333333
"1356","Green Farm Close","Ely",0.191478235294118
"1357","Green Farm Road","Caerau",0.10243
"1358","Green Farm Road","Ely",0.191998240740741
"1359","Green Meadows","Trowbridge",0.0737448484848485
"1360","Green Place","Radyr and Morganstown",0.14948
"1361","Green Street","Riverside",0.0121278260869565
"1362","Greenacre Drive","Pontprennau",0.333320333333333
"1363","Greenbay Road","Tremorfa",0.0606189473684211
"1364","Greenclose Road","Whitchurch",0.2640425
"1365","Greencroft Avenue","Caerau",0.0483883333333333
"1366","Greenfield Avenue","Canton",0.1893865
"1367","Greenfield Avenue","Heath",0.166907142857143
"1368","Greenfield Road","Heath",0.0986612820512821
"1369","Greenland Crescent","Fairwater",0.102193
"1370","Greenlawns","Penylan",0.264031538461538
"1371","Greenock Road","Rumney",0.0834261538461538
"1372","Greenock Road","Trowbridge",0.174345
"1373","Greenway Avenue","Rumney",0.104915333333333
"1374","Greenway Road","Old St. Mellons",0.277468965517241
"1375","Greenway Road","Rumney",0.265311079136691
"1376","Greenway Road","Trowbridge",0.242875772357724
"1377","Greenwich Road","Canton",0.12697
"1378","Greenwood Close","Pontprennau",0.174220714285714
"1379","Greenwood Road","Llandaff",0.1657344
"1380","Grenville Road","Penylan",0.0903
"1381","Gresford Close","Trowbridge",0.0895421428571429
"1382","Greyfriars Road","Castle",0.062147
"1383","Grisedale Close","Penylan",0.241414
"1384","Groes Lon","Rhiwbina",0.135487368421053
"1385","Gron Ffordd","Rhiwbina",0.324113636363636
"1386","Grosvenor Street","Canton",0.0154647826086957
"1387","Grouse Street","Roath",0.0601883333333333
"1388","Grove Place","Heath",0.21023
"1389","Grove Way","Rumney",0.185971666666667
"1390","Groveland Road","Heath",0.0756729411764706
"1391","Guenever Close","Thornhill",0.177899534883721
"1392","Guildford Crescent","Adamsdown",0.0323209090909091
"1393","Guildford Crescent","Castle",0.0432792857142857
"1394","Guildford Street","Castle",0.0288507692307692
"1395","Guildhall Place","Castle",0.0074225
"1396","Gwaun Close","Whitchurch",0.174625714285714
"1397","Gwbert Close","Trowbridge",0.0846830769230769
"1398","Gwendoline Place","Splott",0.260995714285714
"1399","Gwendoline Street","Splott",0.00100636363636364
"1400","Gwennyth Street","Cathays",0.0135679166666667
"1401","Gwent Road","Ely",0.075374
"1402","Gwernrhuddi Road","Cyncoed",0.508764342105263
"1403","Gwynant Crescent","Cyncoed",0.2114204
"1404","Habershon Street","Splott",0.0126269135802469
"1405","Hackerford Road","Cyncoed",0.115979032258065
"1406","Hadfield Close","Canton",0.110835909090909
"1407","Hadfield Road","Canton",0.181435254237288
"1408","Hadfield Road","Grangetown",0.0936224242424242
"1409","Hafod Street","Grangetown",0.0271504347826087
"1410","Hafren Court","Pontcanna",0.181613636363636
"1411","Haig Place","Ely",0.101272222222222
"1412","Halifax Close","Tremorfa",0.161553636363636
"1413","Halliard Court","Butetown",0.200978214285714
"1414","Halsbury Road","Canton",0.0626295833333333
"1415","Hamadryad Road","Butetown",0.163423333333333
"1416","Hamilton Street","Pontcanna",0.0971016949152542
"1417","Hammond Way","Penylan",0.325200579710145
"1418","Hampton Court Road","Penylan",0.189904912280702
"1419","Hampton Crescent East","Cyncoed",0.162732857142857
"1420","Hampton Crescent West","Cyncoed",0.104298285714286
"1421","Hampton Road","Heath",0.0564416666666667
"1422","Hanbury Close","Whitchurch",0.299244666666667
"1423","Handley Road","Tremorfa",0.109688913043478
"1424","Hannah Close","Llanishen",0.170205
"1425","Hannah Street","Butetown",0.097510625
"1426","Hanover Street","Canton",0.0119564
"1427","Hansom Place","Grangetown",0.0822
"1428","Harbour Drive","Butetown",0.129555
"1429","Hardwicke Court","Llandaff",0.228169
"1430","Hardy Place","Roath",0.02936
"1431","Harefield Close","Pontprennau",0.228221666666667
"1432","Harford Close","Whitchurch",0.187435882352941
"1433","Harlech Road","Rumney",0.115917105263158
"1434","Harlequin Court","Penylan",0.22275125
"1435","Harold Street","Adamsdown",0.0443627272727273
"1436","Harpur Street","Butetown",0.014864
"1437","Harriet Street","Cathays",0.0577909523809524
"1438","Harris Avenue","Rumney",0.168175543478261
"1439","Harrismith Road","Penylan",0.157173043478261
"1440","Harrison Drive","Trowbridge",0.139486206896552
"1441","Harrison Way","Grangetown",0.209689487179487
"1442","Harrowby Street","Butetown",0.0777372727272727
"1443","Hart Place","Tremorfa",0.115076923076923
"1444","Hartland Road","Llanrumney",0.29094375
"1445","Hartley Place","Grangetown",0.0769828571428571
"1446","Hastings Crescent","Old St. Mellons",0.176636144578313
"1447","Hatherleigh Road","Llanrumney",0.0981987878787879
"1448","Haul Fryn","Rhiwbina",0.187093
"1449","Havannah Street","Butetown",0.199960357142857
"1450","Havelock Place","Grangetown",0.0285352631578947
"1451","Havelock Street","Castle",0.0946122222222222
"1452","Havenwood Drive","Thornhill",0.217908421052632
"1453","Haverford Way","Caerau",0.0696354385964912
"1454","Hawfinch Close","Pentwyn",0.292152352941176
"1455","Hawker Close","Tremorfa",0.092715
"1456","Hawkwood Close","Fairwater",0.08326875
"1457","Hawthorn Road East","Llandaff North",0.0419376315789474
"1458","Hawthorn Road West","Llandaff North",0.0301186363636364
"1459","Hayes Bridge Road","Castle",0.0412186666666667
"1460","Hazel Tree Close","Radyr and Morganstown",0.271107794117647
"1461","Hazeldene Avenue","Cathays",0.0181852380952381
"1462","Hazelhurst Road","Llandaff North",0.0566477272727273
"1463","Hazelwood Drive","Trowbridge",0.160554390243902
"1464","Hazlitt Close","Llanrumney",0.0727425
"1465","Heath Halt Road","Cyncoed",0.441607826086957
"1466","Heath Mead","Heath",0.267222236842105
"1467","Heath Park Avenue","Heath",0.192897252747253
"1468","Heath Park Crescent","Heath",0.181088181818182
"1469","Heath Park Drive","Heath",0.465219047619048
"1470","Heath Park Way","Heath",0.246953232323232
"1471","Heath Street","Riverside",0.021484
"1472","Heathbrook","Llanishen",0.244481111111111
"1473","Heathcliffe Close","Old St. Mellons",0.146784
"1474","Heather Avenue","Caerau",0.097087
"1475","Heathfield Place","Gabalfa",0.0330988235294118
"1476","Heathfield Road","Gabalfa",0.0552842857142857
"1477","Heathway","Heath",0.125742307692308
"1478","Heathwood Grove","Heath",0.182167317073171
"1479","Heathwood Road","Cyncoed",0.41237
"1480","Heathwood Road","Heath",0.298471302083333
"1481","Heathwood Road","Llanishen",0.440913888888889
"1482","Heddfaen North","Pentwyn",0.101722272727273
"1483","Heddfaen South","Pentwyn",0.119808
"1484","Hedel Road","Canton",0.168865454545455
"1485","Helen Place","Adamsdown",0.0644610714285714
"1486","Helen Street","Adamsdown",0.1192525
"1487","Hemingway Road","Butetown",0.1675424
"1488","Hendre Close","Llandaff",0.193330625
"1489","Hendre Gardens","Llandaff",0.156880909090909
"1490","Hendre Road","Trowbridge",0.072335145631068
"1491","Hendy Street","Roath",0.0858658333333333
"1492","Hengoed Close","Caerau",0.092002
"1493","Henke Court","Butetown",0.0552275
"1494","Henllys Road","Cyncoed",0.2589084375
"1495","Henry Street","Butetown",0.0460833333333333
"1496","Heol-y-berllan","Caerau",0.0681766666666667
"1497","Heol-y-Bont","Rhiwbina",0.149582941176471
"1498","Heol-y-castell","Caerau",0.0931690476190476
"1499","Heol-y-Felin","Ely",0.157833529411765
"1500","Heol-y-gaer","Caerau",0.075657037037037
"1501","Heol-Y-Pavin","Llandaff",0.332712666666667
"1502","Heol-y-Waun","Whitchurch",0.0966859574468085
"1503","Heol-yr-odyn","Caerau",0.0514540625
"1504","Heol Aer","Rhiwbina",0.112978823529412
"1505","Heol Amlwch","Llandaff North",0.175672444444444
"1506","Heol Aradur","Llandaff",0.160881914893617
"1507","Heol Blakemore","Whitchurch",0.167694666666667
"1508","Heol Booker","Whitchurch",0.0789744897959184
"1509","Heol Briwnant","Rhiwbina",0.141667792207792
"1510","Heol Bryn Glas","Rhiwbina",0.634448888888889
"1511","Heol Cae Rhys","Rhiwbina",0.1199675
"1512","Heol Camddwr","Pontprennau",0.481628148148148
"1513","Heol Carnau","Caerau",0.0459698913043478
"1514","Heol Carne","Whitchurch",0.15149
"1515","Heol Cefn Onn","Lisvane",0.239659649122807
"1516","Heol Chappell","Whitchurch",0.152933513513514
"1517","Heol Chudleigh","Trowbridge",0.0467014285714286
"1518","Heol Coed Cae","Whitchurch",0.0735347619047619
"1519","Heol Collen","Wenvoe",0.328090983606557
"1520","Heol Dennant","Fairwater",0.170858666666667
"1521","Heol Derlwyn","Rhiwbina",0.18976652173913
"1522","Heol Deva","Caerau",0.0975339473684211
"1523","Heol Dewi Sant","Heath",0.0439466666666667
"1524","Heol Dolwen","Whitchurch",0.0750788095238095
"1525","Heol Don","Whitchurch",0.2645175
"1526","Heol Draenen Wen","Wenvoe",0.12555
"1527","Heol Dyfed","Heath",0.115726666666667
"1528","Heol Ebwy","Caerau",0.165191875
"1529","Heol Eglwys","Caerau",0.0569073529411765
"1530","Heol Erwin","Rhiwbina",0.121428780487805
"1531","Heol Esgyn","Cyncoed",0.220313125
"1532","Heol Fair","Llandaff",0.175975769230769
"1533","Heol Ffynnon Wen","Rhiwbina",0.1301353125
"1534","Heol Gabriel","Whitchurch",0.148044360902256
"1535","Heol Gattwg","Whitchurch",0.0943272
"1536","Heol Glandulais","Pontprennau",0.525153035714286
"1537","Heol Glanrheidol","Butetown",0.141582307692308
"1538","Heol Glaslyn","Pontprennau",0.56152
"1539","Heol Gwent","Heath",0.06648
"1540","Heol Gwilym","Fairwater",0.1151468
"1541","Heol Gwrgan","Whitchurch",0.0866018181818182
"1542","Heol Gwyndaf","Llanishen",0.302309
"1543","Heol Gwynedd","Heath",0.114896428571429
"1544","Heol Harlech","Llandaff",0.1311
"1545","Heol Hendre","Rhiwbina",0.144907
"1546","Heol Hir","Lisvane",0.286327142857143
"1547","Heol Hir","Llanishen",0.253737183098592
"1548","Heol Hir","Thornhill",0.220358248175182
"1549","Heol Homfray","Caerau",0.149383492063492
"1550","Heol Iestyn","Whitchurch",0.131625238095238
"1551","Heol Ifor","Heath",0.148017352941176
"1552","Heol Ifor Bach","Rhiwbina",0.392748
"1553","Heol Isaf","Radyr and Morganstown",0.388847216981132
"1554","Heol Isaf","Rhiwbina",0.12669387755102
"1555","Heol Iscoed","Rhiwbina",0.152375272727273
"1556","Heol Layard","Tremorfa",0.02639625
"1557","Heol Lewis","Rhiwbina",0.103162678571429
"1558","Heol Llangan","Rhiwbina",0.167994166666667
"1559","Heol Llanishen Fach","Rhiwbina",0.178136064516129
"1560","Heol Llinos","Thornhill",0.160318125
"1561","Heol Mabon","Rhiwbina",0.0928735294117647
"1562","Heol Madoc","Whitchurch",0.112652352941176
"1563","Heol Maes Eiwrg","Trowbridge",0.130525098039216
"1564","Heol Mathew","Whitchurch",0.150941428571429
"1565","Heol Merlin","Llanishen",0.268989117647059
"1566","Heol Muston","Ely",0.203083968253968
"1567","Heol Mynydd Bychan","Heath",0.107512857142857
"1568","Heol Nant Castan","Rhiwbina",0.191584222222222
"1569","Heol Nest","Heath",0.0873671153846154
"1570","Heol Newydd","Trowbridge",0.0643589285714286
"1571","Heol Pant y Rhyn","Whitchurch",0.15499488372093
"1572","Heol Pantycelyn","Whitchurch",0.127785161290323
"1573","Heol Pantyderi","Caerau",0.0375343076923077
"1574","Heol Pencarreg","Llandaff North",0.13631
"1575","Heol Penlan","Whitchurch",0.0981822950819672
"1576","Heol Pennar","Caerau",0.132179230769231
"1577","Heol Pentwyn","Whitchurch",0.334868888888889
"1578","Heol Penyfai","Whitchurch",0.128569655172414
"1579","Heol Peredur","Thornhill",0.157648636363636
"1580","Heol Pontprennau","Pontprennau",0.435428028846154
"1581","Heol Powis","Heath",0.067222
"1582","Heol Poyston","Caerau",0.100768470588235
"1583","Heol Pwll y Placa","Trowbridge",0.0659338888888889
"1584","Heol Rhayader","Whitchurch",0.189949166666667
"1585","Heol Seddon","Llandaff",0.0968283673469388
"1586","Heol Solva","Caerau",0.082575
"1587","Heol St Denys","Lisvane",0.223943636363636
"1588","Heol Stradling","Whitchurch",0.158973255813953
"1589","Heol Syr Lewis","Radyr and Morganstown",0.1541584
"1590","Heol Tŷ'n Y Cae","Rhiwbina",0.108595
"1591","Heol Tŷ'n y Coed","Rhiwbina",0.239198108108108
"1592","Heol Terrell","Canton",0.199959583333333
"1593","Heol Trefgarne","Caerau",0.05893125
"1594","Heol Trelai","Caerau",0.113636289517471
"1595","Heol Trelai","Ely",0.202485
"1596","Heol Trenewydd","Caerau",0.0774783333333333
"1597","Heol Trostre","Trowbridge",0.109390714285714
"1598","Heol Ty Ffynnon","Pontprennau",0.2860615
"1599","Heol Uchaf","Rhiwbina",0.221137543859649
"1600","Heol Urban","Llandaff",0.108663636363636
"1601","Heol Waun y Nant","Whitchurch",0.0752857142857143
"1602","Heol Wen","Rhiwbina",0.258442340425532
"1603","Heol Wernlas","Whitchurch",0.0607814285714286
"1604","Heol y Barcud","Thornhill",0.15219243902439
"1605","Heol Y Bont","Rhiwbina",0.192651590909091
"1606","Heol y Bryn","Rhiwbina",0.15730675
"1607","Heol y Cadno","Thornhill",0.244529175257732
"1608","Heol y Carw","Thornhill",0.18598
"1609","Heol y Coed","Rhiwbina",0.153302123287671
"1610","Heol y Cwm","Radyr and Morganstown",0.198311538461538
"1611","Heol y Delyn","Lisvane",0.30176145631068
"1612","Heol y Deri","Rhiwbina",0.210627834394904
"1613","Heol y Felin","Rhiwbina",0.35076625
"1614","Heol Y Forlan","Whitchurch",0.0938644230769231
"1615","Heol y Gors","Whitchurch",0.0840414606741573
"1616","Heol Y Nant","Rhiwbina",0.0809125
"1617","Heol y Rhosog","Trowbridge",0.208257619047619
"1618","Heol y Wern","Rhiwbina",0.100652083333333
"1619","Heol Yr Efail","Rhiwbina",0.1885734
"1620","Herbert March Close","Llandaff",0.152186896551724
"1621","Herbert Street","Butetown",0.135853684210526
"1622","Herbert Street","Gabalfa",0.337758823529412
"1623","Hereford Street","Grangetown",0.0290861764705882
"1624","Heritage Drive","Caerau",0.243536060606061
"1625","Heritage Park","Trowbridge",0.16470875
"1626","Herne Place","Canton",0.0844057142857143
"1627","Hewell Street","Grangetown",0.03912
"1628","Hickory Court","Splott",0.1033075
"1629","High Bank","Pontprennau",0.29061
"1630","High Street","Llandaff",0.129297619047619
"1631","Highbury Place","Ely",0.112763333333333
"1632","Highbury Road","Ely",0.060334406779661
"1633","Highfield Road","Cyncoed",0.316158529411765
"1634","Highfield Road","Heath",0.226404827586207
"1635","Highfields","Llandaff",0.293549411764706
"1636","Highlands","Rumney",0.08072
"1637","Highmead Road","Ely",0.107344821428571
"1638","Hiles road","Ely",0.118385
"1639","Hill Snook Road","Ely",0.112919333333333
"1640","Hillary Close","Llanishen",0.376612
"1641","Hillcot Close","Lisvane",0.255714444444444
"1642","Hillcrest Close","Thornhill",0.05443
"1643","Hillfort Close","Caerau",0.0407734210526316
"1644","Hillrise","Llanedeyrn",0.0892810416666667
"1645","Hillview","Fairwater",0.047886393442623
"1646","Hilton Place","Llandaff North",0.102974782608696
"1647","Hind Close","Tremorfa",0.14495275862069
"1648","Hinton Street","Splott",0.134313333333333
"1649","Hirst Crescent","Fairwater",0.107436153846154
"1650","Hirwain Street","Cathays",0.00617709677419355
"1651","Hodges Square","Butetown",0.372110833333333
"1652","Holden Road","Grangetown",0.0544255555555556
"1653","Holgate Close","Llandaff",0.17688
"1654","Hollington Drive","Pontprennau",0.202202903225806
"1655","Holly Grove","Lisvane",0.246786666666667
"1656","Holly Road","Fairwater",0.13090303030303
"1657","Holly Terrace","Llandaff North",0.13143
"1658","Hollybush Estate","Whitchurch",0.198117192982456
"1659","Hollybush Heights","Pentwyn",0.237415217391304
"1660","Hollybush Rise","Cyncoed",0.239303333333333
"1661","Hollybush Road","Cyncoed",0.445718347826087
"1662","Hollybush Road","Pentwyn",0.222179807692308
"1663","Hollycroft Close","Ely",0.07021
"1664","Holmesdale Street","Grangetown",0.082408904109589
